Ticker,0
A,0.23161963292086846
AAPL,0.2872982196300795
ABBV,0.22847865956110444
ABT,0.18422948721065963
ACGL,0.18524919323816744
ACN,0.1873137381699918
ADBE,0.2437892738289724
ADI,0.22982909648418345
ADM,0.20057181172843477
ADSK,0.23832739804954953
AEE,0.15882250050495753
AEP,0.12702156032975379
AES,0.25092934631664815
AFL,0.18940894949880158
AIG,0.09669781654163603
AIZ,0.12798101282618338
AJG,0.2685768132016462
AKAM,0.12046500289940866
ALB,0.3001814683330306
ALGN,0.28831309925246185
ALL,0.1672424675054249
ALLE,0.11848573295778192
AMAT,0.3406915773749918
AMCR,0.11291752460780714
AMD,0.6375586833835213
AME,0.1796215091444159
AMGN,0.13148087587847743
AMP,0.2505155759998256
AMT,0.1670006534189144
AMZN,0.1936898172965933
ANET,0.35414238170453055
ANSS,0.19111061879038516
AON,0.21029349080943557
AOS,0.11441307523387134
APA,0.24587181041746803
APD,0.19164704181913256
APH,0.19751837414319492
APTV,0.1386970895514492
ARE,0.13048025096169186
ATO,0.13325842957849765
AWK,0.18026271206051764
AXP,0.18229593364253982
GOOG,0.16451522189633994
GOOGL,0.16045649485099542
LNT,0.1372450267647659
MMM,0.031450527485169244
MO,0.058135711268749155
T,0.055594297030837396
